#est. x       y
01    515.95  494.00
02    944.13   44.32
03    521.11   50.70
04    234.76  172.98
05    657.55  313.39
06    505.25  345.03
07    449.65  409.79
08     87.78  470.37
09     72.46  622.75
10    291.10  975.44
11     82.83  999.46
12   1008.69 1007.85
