# Fotometría NGC 1261 Kravtsov+2010
#
# bs = candidatas a blue stragglers
#
# Xpos   Ypos    Vmag     U-B     B-V     V-I   bs
# pix     pix     mag     mag     mag     mag   
#  
 914.0  1467.8  19.573  99.999   0.442   0.571  99
 605.4  1095.1  19.573  -0.086   0.497   0.611  99
 555.0  1396.8  19.573  -0.191   0.478   0.606  99
1702.9  1435.7  19.573  -0.315   0.475   0.656  99
1023.1  1059.6  19.574  99.999   0.338   0.415  99
 794.2  1174.2  19.574  -0.130   0.501   0.714  99
1204.3   958.6  19.574   0.058   0.409   0.416  99
1340.7  1100.2  19.576  99.999   0.386   0.460  99
 826.7  1006.3  19.576  -0.125   0.460   0.571  99
 932.4   966.8  19.576  99.999   0.492   0.540  99
 834.9  1366.5  19.576   0.037   0.454   0.645  99
 821.7   825.3  19.577  99.999   0.546   0.647  99
 866.1  1239.6  19.577  -0.166   0.558   0.623  99
1207.0  1013.7  19.577  99.999   0.537   0.673  99
 865.3   540.0  19.578  -0.249   0.470   0.596  99
1832.3  1353.7  19.580  -0.223   0.466   0.622  99
 201.7  1953.3  19.580  -0.306   0.501   0.693  99
 989.7  1340.4  19.581  -0.070   0.379   0.541  99
1681.8  1872.9  19.581  99.999   0.478   0.611  99
1311.6  1116.2  19.581  99.999   0.490   0.572  99
1012.1   750.2  19.582  -0.052   0.476   0.571  99
 764.8  1122.6  19.582  99.999   0.413   0.563  99
 965.3  1408.7  19.582  99.999   0.402   0.721  99
1239.1  1057.4  19.583  99.999   0.402   0.390  99
 992.3   796.6  19.583  -0.059   0.529   0.607  99
1009.4  1059.8  19.585  99.999  99.999   0.743  99
1336.0  1256.6  19.585  99.999   0.441   0.488  99
1056.1   954.0  19.586  99.999   0.539   0.671  99
 998.5  1421.8  19.586  -0.021   0.528   0.688  99
 902.0  1031.6  19.587  -0.049   0.472   0.537  99
1067.2  1030.4  19.587  -0.150   0.453   0.529  99
 964.7  1377.9  19.588  99.999   0.403   0.744  99
 905.8  1203.5  19.588  99.999   0.567   0.686  99
 933.5  1258.6  19.589  99.999   0.526   0.333  99
 870.8  1336.6  19.589  -0.151   0.479   0.585  99
1172.7  1261.7  19.589   0.075   0.339   0.351  99
1583.8  1065.3  19.590  99.999   0.512   0.603  99
1220.6  1018.1  19.590  99.999   0.440   0.584  99
 934.7  1327.4  19.591  -0.103   0.433   0.547  99
 373.7  1461.7  19.592  -0.831   0.304   0.692  99
1402.2  1020.7  19.593  -0.085   0.431  99.999  99
 832.7  1531.9  19.594  99.999   0.426   0.648  99
1052.9   920.4  19.597  -0.096   0.494   0.637  99
1182.0  1319.7  19.597  99.999   0.420  99.999  99
1299.7  1148.2  19.598  -0.043   0.510   0.559  99
1318.3  1192.0  19.598  -0.264   0.459   0.526  99
 926.5  1154.3  19.598  99.999   0.469   0.513  99
 997.2   929.8  19.599  99.999   0.469   0.567  99
1243.0   834.7  19.600  -0.078   0.454   0.596  99
 806.2  1281.1  19.601  99.999   0.498   0.618  99
1102.5   988.5  19.602  99.999   0.478   0.551  99
 878.0  1239.3  19.602  -0.171   0.437   0.419  99
1223.4   773.1  19.604  -0.267   0.490   0.498  99
1263.2  1041.0  19.605  99.999   0.402   0.609  99
 910.4   330.9  19.605  99.999   0.904   0.956  99
 859.0   837.4  19.606  -0.141   0.435   0.561  99
1327.3  1341.6  19.606  -0.262   0.408   0.599  99
1692.5  1211.2  19.608  -0.257   0.452   0.605  99
1158.5  1124.9  19.610  99.999   0.415   0.730  99
 681.7  1250.0  19.611  -0.231   0.473   0.595  99
 547.3  1198.5  19.612  -0.200   0.438   0.571  99
 855.2  1099.4  19.612  -0.144   0.409   0.457  99
 868.3  1165.0  19.612  -0.242   0.423   0.487  99
 859.7  1616.6  19.612  99.999   0.468   0.623  99
1074.3  1294.1  19.613   0.285   0.575   0.726  99
 661.7  1103.5  19.613  99.999   0.464   0.607  99
1178.5  1429.2  19.613  -0.168   0.445   0.594  99
1123.7  1317.9  19.613  99.999   0.539   0.614  99
 967.1  1358.2  19.613  99.999   0.365   0.568  99
1226.4  1163.3  19.615  99.999   0.420   0.546  99
 837.2   822.5  19.615  -0.106   0.411   0.557  99
1316.0  1803.5  19.618  -0.187   0.427   0.723  99
 989.6  1016.3  19.618  99.999   0.004   0.525  99
1221.7  1489.6  19.619  -0.093   0.435   0.557  99
 798.9  1096.7  19.619  99.999   0.471   0.580  99
1418.3   783.6  19.619  -0.138   0.486   0.639  99
1040.7  1330.1  19.620  -0.052   0.467   0.637  99
1335.3   971.2  19.622  -0.156   0.478   0.538  99
 971.9   940.0  19.622  -0.129   0.467   0.489  99
 882.6  1158.1  19.622  99.999   0.488   0.499  99
 121.5   699.0  19.622  99.999   0.420   0.628  99
 883.6   820.0  19.623  -0.350   0.461   0.569  99
1217.7  1028.4  19.624  99.999   0.580   0.713  99
 739.4  1087.1  19.624  -0.229   0.490   0.589  99
1433.6  1072.7  19.625  99.999   0.516   0.526  99
1430.1   721.2  19.626  99.999   0.504   0.771  99
 630.1   638.3  19.626  -0.185   0.431   0.599  99
 911.1  1414.6  19.627  99.999   0.442   0.617  99
 872.3  1186.4  19.629  -0.140   0.477   0.635  99
1203.1  1203.1  19.631   0.038   0.442   0.603  99
 953.4  1268.1  19.632   0.072   0.622   0.812  99
1086.6  1558.4  19.632  -0.208   0.400   0.616  99
1390.6  1209.6  19.634  -0.193   0.460   0.617  99
 987.3   772.1  19.634  -0.007   0.488   0.609  99
1141.6   927.3  19.635  99.999   0.459   0.572  99
1048.2   455.4  19.635  -0.160   0.471   0.604  99
1951.2  1385.2  19.635  -0.269   0.480   0.643  99
 954.7   993.5  19.635  99.999   0.491   0.500  99
 977.4  1037.5  19.636  -0.566   0.328   0.546  99
1321.5  1411.9  19.637  -0.218   0.434   0.600  99
 943.0  1259.7  19.637   0.162   0.402   0.644  99
1032.5  1444.0  19.639  -0.211   0.454   0.569  99
1106.2  1257.6  19.639  -0.149   0.400   0.632  99
 992.8   967.8  19.640  -0.109   0.459   0.485  99
1436.4   941.3  19.640  -0.174   0.451   0.515  99
 970.3  1337.9  19.643  99.999  99.999   0.480  99
1169.1   982.3  19.643  -0.153   0.327   0.612  99
 906.4  1170.1  19.643  99.999   0.455   0.630  99
1295.5  1082.3  19.643   0.170   0.449   0.538  99
1320.6  1101.9  19.644  -0.085   0.495   0.544  99
 740.5  1035.7  19.644  -0.148   0.474   0.562  99
 998.9   934.3  19.645  99.999   0.530   0.568  99
 851.0  1089.2  19.646  -0.010   0.502   0.650  99
1146.1   862.4  19.646  99.999   0.505   0.595  99
1017.7   816.3  19.647  -0.092   0.417   0.536  99
 647.3  1064.0  19.647  -0.241   0.450   0.582  99
1194.8  1239.1  19.648  99.999   0.468   0.658  99
1196.6  1300.9  19.650  99.999   0.467   0.499  99
1085.0  1388.7  19.650  99.999   0.417   0.547  99
1457.9  1201.3  19.651   0.138   0.448   0.599  99
1132.5  1366.0  19.651  -0.084   0.429   0.548  99
1280.8   994.3  19.652  -0.033   0.414   0.421  99
1330.1  1157.4  19.652  -0.207   0.495   0.637  99
 845.7  1165.3  19.652   0.108   0.480   0.608  99
 773.4  1052.1  19.653  -0.187   0.443   0.563  99
1043.2  1412.4  19.653  99.999   0.443   0.558  99
 874.5  1282.6  19.654  99.999   0.499   0.597  99
1759.8   589.4  19.654  -0.081   0.418   0.597  99
 788.0  1503.6  19.654  99.999   0.534   0.590  99
1052.4  1518.3  19.655  -0.094   0.455   0.659  99
1297.5  1709.8  19.655  -0.087   0.368   0.447  99
1009.1  1452.2  19.657  -0.283   0.447   0.597  99
 597.8  1607.7  19.658  -0.248   0.445   0.625  99
 968.0   843.4  19.658  -0.235   0.424   0.566  99
1231.9  1340.5  19.659  -0.074   0.400   0.509  99
1223.9  1242.7  19.659  -0.056   0.423   0.497  99
 820.5   833.5  19.659  99.999   0.435   0.538  99
1095.1  1326.8  19.660  -0.066   0.525   0.648  99
 760.9  1142.6  19.661  -0.080   0.459   0.567  99
 900.2  1974.2  19.662   0.013   0.474   0.623  99
1350.7  1006.3  19.662  -0.207   0.447   0.565  99
1068.8   959.3  19.663  -0.097   0.452   0.529  99
1239.2  1288.2  19.664  99.999   0.387   0.399  99
1003.4  1270.9  19.664   0.123   0.350   0.604  99
1004.0  1220.4  19.665  99.999   0.583   0.760  99
1190.2  1247.4  19.665  99.999   0.334   0.499  99
1208.0  1178.9  19.666  99.999   0.307   0.630  99
1001.0   947.7  19.666  99.999   0.487   0.638  99
1091.9   938.7  19.666  99.999   0.463   0.556  99
1225.2  1259.0  19.667  99.999   0.473   0.564  99
1156.1  1397.5  19.668  -0.152   0.396   0.590  99
 688.4   726.1  19.668  99.999   0.436   0.557  99
1806.3   940.4  19.668  -0.272   0.414   0.546  99
1208.8  1221.0  19.668  99.999   0.447   0.501  99
1090.7   972.7  19.668   0.037   0.368   0.538  99
1157.9  1126.3  19.670  99.999  99.999   0.594  99
1045.1  1394.6  19.670  -0.288   0.432   0.548  99
 892.0  1563.6  19.670  -0.160   0.439   0.602  99
1333.8  1458.9  19.671  -0.110   0.455   0.559  99
1177.2  1303.1  19.671   0.090   0.510   0.627  99
1145.8  1542.8  19.672  99.999   0.432   0.609  99
1120.6   232.4  19.672  99.999   0.471   0.685  99
1008.2  1338.2  19.673  99.999   0.427   0.436  99
2076.8  1055.6  19.676  -0.180   0.473   0.596  99
1272.5  1083.9  19.677  -0.011   0.427   0.449  99
1560.1  1128.0  19.677  99.999   0.416   0.588  99
1202.5  1006.4  19.678  99.999   0.451   0.588  99
 726.8  1803.1  19.678  -0.282   0.443   0.610  99
1428.7  1231.4  19.678   0.034   0.434   0.554  99
 984.9   837.5  19.679   0.050   0.493   0.585  99
 934.1  1194.0  19.679  99.999   0.437   0.544  99
1043.5  1287.8  19.681  -0.095   0.438   0.605  99
1441.8  1021.2  19.681   0.028   0.431   0.568  99
1788.4  2110.9  19.682  99.999   0.483   0.631  99
1526.1   723.4  19.683  -0.218   0.462   0.584  99
1246.2  1083.9  19.685  -0.183   0.474   0.476  99
 896.5   998.9  19.685  -0.037   0.480   0.530  99
 879.4  1270.5  19.686   0.016   0.450   0.529  99
 271.6   793.8  19.686  99.999   0.443   0.627  99
1273.5  1137.7  19.686  99.999   0.497   0.494  99
1031.5  1082.4  19.687  99.999  99.999   0.629  99
1158.7  1321.6  19.688  99.999   0.205   0.488  99
1440.2  1090.7  19.689  99.999   0.428   0.624  99
1265.1  1133.5  19.690  99.999   0.466   0.547  99
 901.6  1002.0  19.691  -0.156   0.433   0.525  99
  70.3   925.5  19.691  99.999   0.380   0.631  99
1146.9  1231.9  19.692  99.999   0.507   0.553  99
1238.2  1106.5  19.693   0.203   0.457   0.555  99
 887.5  1258.9  19.693  -0.171   0.464   0.603  99
1095.9   922.7  19.693  99.999   0.438   0.497  99
 689.6   956.0  19.694  -0.220   0.431   0.587  99
1206.3  1168.8  19.694  99.999   0.444   0.420  99
2164.5  2285.9  19.696  99.999  99.999   0.948  99
 859.0  1100.3  19.696  99.999  99.999   0.290  99
1188.2  1234.4  19.697   0.204   0.508   0.790  99
1277.8  1201.5  19.697   0.047   0.449   0.661  99
1183.3  1329.0  19.698  99.999   0.434   0.548  99
1107.4   861.5  19.698  -0.121   0.448   0.535  99
1250.0  1406.4  19.699  -0.101   0.460   0.577  99
 839.8  1193.0  19.699  99.999   0.496   0.461  99
1058.7   929.6  19.699  99.999   0.455   0.525  99
1030.9  1479.8  19.700  -0.065   0.374   0.560  99
 961.8  1520.5  19.700  99.999   0.453   0.597  99
1260.4  1165.6  19.700  -0.247   0.435   0.541  99
 114.2  1608.3  19.701  99.999   0.424   0.619  99
1081.7  1473.7  19.701  -0.324   0.430   0.555  99
 952.0  1000.8  19.702  99.999   0.398   0.498  99
 994.2   849.2  19.703   0.023   0.425   0.540  99
 887.0   976.8  19.704  -0.165   0.466   0.555  99
1506.3   974.8  19.705  -0.197   0.452   0.511  99
1933.2   409.4  19.705  99.999   0.496   0.550  99
 401.0  1140.8  19.706  -0.252   0.473   0.580  99
1016.2  1511.1  19.707  -0.172   0.421   0.576  99
1065.4   526.3  19.708  99.999   0.427   0.599  99
1332.5  1009.9  19.709  -0.170   0.464   0.554  99
1054.4  1246.2  19.709  99.999   0.464  99.999  99
1208.0  1206.9  19.711  99.999   0.624   0.725  99
1063.2   996.6  19.711  99.999   0.400   0.536  99
1046.3   957.7  19.711  99.999   0.509   0.600  99
 416.4   526.0  19.711  -0.296   0.438   0.578  99
1044.1  1422.6  19.712   0.095   0.457   0.522  99
 997.7  1557.7  19.712  99.999   0.423   0.642  99
 780.9  1102.5  19.713  -0.247   0.440   0.584  99
1540.4  1207.7  19.713  -0.048   0.492   0.595  99
 628.7  1001.6  19.713  -0.210   0.439   0.605  99
1177.8   856.8  19.713  -0.182   0.426   0.544  99
1219.8  1008.5  19.714  99.999   0.474   0.442  99
 926.3  1120.5  19.715  99.999   0.524   0.644  99
1281.7  1315.7  19.716  -0.043   0.432   0.525  99
1206.0  1223.4  19.717  99.999  99.999   0.583  99
1210.4  1101.3  19.718  99.999   0.332   0.354  99
 821.8  1247.0  19.718  -0.106   0.436   0.523  99
1163.1   905.9  19.719  -0.162   0.442   0.551  99
1691.7  1136.6  19.719  99.999   0.454   0.594  99
1088.7  1391.9  19.719  -0.006   0.409   0.582  99
1267.1  1105.0  19.719  -0.074   0.413   0.566  99
1220.9   930.1  19.720  99.999   0.486   0.706  99
1454.6  1185.3  19.721  -0.086   0.449   0.574  99
1075.6   941.4  19.721  99.999   0.364   0.331  99
 802.8  1149.9  19.721  -0.236   0.428   0.537  99
 964.2   945.3  19.721  -0.164   0.489   0.543  99
 836.2  1150.8  19.721  99.999   0.435   0.571  99
1068.0   936.9  19.722  99.999   0.490   0.485  99
 650.4   695.0  19.722  -0.235   0.424   0.570  99
 743.2  1101.7  19.723  99.999   0.437  99.999  99
1217.9  1218.6  19.724   0.116   0.562   0.469  99
1357.9  1395.9  19.725  -0.081   0.462   0.510  99
 911.8  1191.1  19.726   0.217   0.521   0.592  99
 600.3   994.8  19.727  99.999  99.999   0.441  99
1042.6  1398.8  19.727  99.999   0.436   0.659  99
1123.4  1276.9  19.728  -0.117   0.356   0.524  99
1072.2  1346.3  19.728  99.999   0.405   0.475  99
1154.1  1330.1  19.728  99.999   0.437   0.582  99
1349.5  1016.7  19.728   0.017   0.495   0.530  99
1242.0  1717.3  19.729  99.999   0.439   0.611  99
1364.1  1226.3  19.730  -0.298   0.483   0.545  99
1030.6   971.7  19.730  99.999   0.455   0.624  99
1093.3   962.6  19.730  99.999  99.999   0.357  99
1077.1  1383.6  19.731   0.085   0.458   0.619  99
 895.9  1110.4  19.731  -0.262   0.477   0.559  99
 978.8  1392.7  19.732  -0.417   0.394   0.622  99
 771.4  1041.7  19.732  99.999   0.389   0.529  99
 922.5  1122.0  19.733  -0.228   0.402   0.432  99
1258.7  1248.0  19.733  -0.117   0.475   0.542  99
1257.9  1289.0  19.734  99.999   0.505   0.525  99
1083.6   856.7  19.734  -0.147   0.471   0.569  99
 912.9  1314.6  19.735  99.999   0.446   0.489  99
1160.2  1402.4  19.735  99.999   0.451   0.570  99
1271.2  1147.7  19.736  99.999   0.411   0.479  99
1391.2  1090.3  19.736  99.999   0.438   0.521  99
 833.5  1395.4  19.736  -0.143   0.479   0.528  99
 854.8  1817.9  19.737  99.999   0.414   0.548  99
 871.4  1013.9  19.737  -0.251   0.440   0.572  99
 640.8  1222.9  19.738  99.999   0.381   0.508  99
1059.3   657.1  19.741  99.999   0.437   0.576  99
 997.3  1458.8  19.741  -0.160   0.424   0.588  99
1201.8  1209.0  19.741  99.999   0.624   0.780  99
 983.6  1033.2  19.742  -0.102   0.611   0.758  99
1454.9   807.5  19.742  -0.057   0.443   0.563  99
1411.0   999.3  19.743  -0.209   0.446   0.571  99
1181.2  1299.2  19.743  99.999   0.494   0.520  99
 965.0  1027.2  19.744  -0.054   0.466   0.515  99
1119.4  1453.9  19.749  -0.087   0.403   0.606  99
 644.3  1506.8  19.749  -0.401   0.459   0.541  99
1192.6   986.3  19.749  99.999   0.435   0.624  99
1189.4  1045.5  19.749  99.999   0.402   0.560  99
 665.0  1405.7  19.750  -0.120   0.439   0.579  99
1226.0  1237.5  19.750   0.079   0.445   0.495  99
1081.8   748.9  19.751  -0.161   0.424   0.574  99
1217.1  1177.1  19.752  99.999   0.401   0.508  99
1284.2  1049.9  19.752   0.108   0.474   0.546  99
 961.2   926.2  19.752  99.999   0.436   0.472  99
1221.5  1140.2  19.752   0.387   0.658   0.809  99
1154.0   548.7  19.753  -0.202   0.448   0.560  99
1112.0  1588.9  19.753  -0.098   0.348   0.661  99
1186.7  1160.5  19.754  99.999   0.539   0.491  99
 962.0  1187.5  19.755   0.135   0.511   0.537  99
1222.5  1684.2  19.755  -0.240   0.451   0.611  99
  43.9   786.7  19.755  99.999   0.419   0.655  99
 760.6  1711.8  19.755  -0.165   0.432   0.611  99
1066.0  1447.3  19.756  -0.081   0.375   0.581  99
1466.6   784.6  19.757  99.999   0.462   0.585  99
1049.2  1491.6  19.757  -0.057   0.417   0.590  99
 878.1  1123.5  19.758  99.999   0.499   0.516  99
1161.4  1345.5  19.758   0.208   0.420   0.514  99
1356.9  1467.8  19.759  -0.300   0.440   0.562  99
 738.8  1310.8  19.759  99.999   0.427   0.622  99
1203.6  1167.6  19.761  99.999   0.295   0.648  99
1327.7  1065.0  19.761  99.999   0.428   0.554  99
 493.8   982.8  19.761  99.999   0.419   0.574  99
1042.3   757.8  19.762  -0.066   0.464   0.511  99
 922.9  1336.6  19.762  99.999   0.429   0.488  99
1168.6  1149.1  19.762  99.999   0.453   0.821  99
 964.7  1044.0  19.763   0.032   0.454   0.593  99
 918.6  1258.9  19.764  99.999   0.282   0.515  99
 200.7  1002.2  19.765  99.999   0.469   0.624  99
1095.8   938.0  19.765  99.999   0.464   0.593  99
1262.1  1266.5  19.765  99.999   0.417   0.484  99
1177.4  1299.4  19.765  99.999   0.437   0.546  99
1101.8  1341.3  19.766  -0.053   0.338   0.607  99
1145.4  1504.4  19.766   0.082   0.469   0.541  99
1231.2  1312.7  19.766  99.999   0.441   0.553  99
1338.3  1085.6  19.766  -0.014   0.509   0.551  99
 890.2  1001.7  19.766   0.035   0.485   0.581  99
 782.2  1221.9  19.767  99.999   0.463   0.567  99
1338.1  1176.8  19.767  -0.079   0.450   0.489  99
1371.3  1558.9  19.768  -0.121   0.423   0.522  99
 678.1  1360.7  19.768  -0.009   0.454   0.582  99
1200.6  1280.1  19.769  99.999   0.455   0.715  99
 786.7  1091.5  19.769  -0.189   0.474   0.627  99
 959.7  1031.0  19.769  -0.171   0.458   0.552  99
 638.3  1182.7  19.770  -0.151   0.404   0.599  99
1713.4  1113.4  19.770  -0.292   0.449   0.555  99
1478.6  1061.1  19.770  99.999   0.420   0.529  99
1180.9  1266.4  19.771  99.999   0.372   0.674  99
1036.0  1308.8  19.772  -0.090   0.482   0.543  99
1508.9  1585.8  19.774  99.999   0.398   0.621  99
 912.3  1254.8  19.774  99.999   0.546   0.726  99
 737.2   999.9  19.775  99.999   0.408   0.608  99
1127.1   935.9  19.776  -0.007   0.475   0.566  99
 992.4   801.9  19.776  99.999   0.469   0.593  99
1272.2   738.4  19.778  -0.171   0.428   0.567  99
1266.7  1084.4  19.778  99.999   0.433   0.470  99
1002.2   955.6  19.779  99.999   0.457   0.526  99
1007.3   902.3  19.780  99.999   0.481   0.529  99
1031.6  1077.7  19.780   0.216   0.132  99.999  99
1189.2  1297.1  19.780  99.999   0.382   0.399  99
1393.6  1573.5  19.780  99.999   0.438   0.582  99
 931.0  1245.1  19.782   0.024   0.458   0.600  99
 864.2  1056.0  19.783  -0.155   0.451   0.499  99
 788.2  1068.4  19.783  -0.167   0.439   0.558  99
 865.6  1203.4  19.784  -0.173   0.431   0.638  99
 992.8   933.2  19.784  99.999   0.451   0.520  99
 734.7  1412.7  19.784  -0.257   0.460   0.599  99
1267.1  1301.4  19.784  99.999   0.376   0.473  99
1013.4  1279.2  19.784  -0.172   0.459   0.663  99
1192.7  1299.1  19.785  99.999  99.999   0.490  99
 789.8  1293.2  19.785  -0.097   0.454   0.546  99
 996.2  1023.8  19.786  99.999   0.379   0.690  99
 949.3   971.9  19.787  99.999   0.470   0.540  99
 922.1   793.6  19.787  -0.198   0.454   0.574  99
1298.2  1024.8  19.787  99.999   0.536   0.570  99
1129.9  1619.7  19.788  -0.159   0.394   0.624  99
 790.6   711.0  19.788  -0.131   0.411   0.547  99
1047.3   912.2  19.788  99.999   0.404   0.541  99
1079.0  1233.3  19.788  99.999   0.532   0.869  99
1036.6   772.6  19.789  99.999   0.486   0.540  99
 352.1  1713.9  19.789  -0.040   0.469   0.583  99
1410.2  1124.6  19.790  99.999   0.442   0.576  99
 674.8  1454.7  19.790  -0.175   0.481   0.525  99
1778.3  1973.8  19.791  99.999   0.439   0.548  99
1072.7   948.6  19.791  99.999   0.459   0.562  99
1335.6  1303.2  19.791  99.999   0.438   0.599  99
 741.2  1118.4  19.791  -0.182   0.416   0.594  99
 910.2   500.7  19.793  -0.278   0.461   0.535  99
1237.8  1041.2  19.793  99.999   0.493   0.587  99
1115.9   933.3  19.793  99.999  99.999   0.626  99
1059.4   940.9  19.793  99.999   0.534   0.466  99
 997.3  1359.7  19.794  99.999   0.376   0.517  99
 908.9  1724.6  19.794  -0.141   0.331   0.444  99
1101.9  1018.3  19.794  -0.162   0.398   0.528  99
 708.9  1329.3  19.795  -0.153   0.438   0.549  99
 875.8  1064.4  19.795  -0.244   0.493   0.602  99
 890.2   991.6  19.796  -0.117   0.413   0.465  99
 951.7  2154.2  19.797  -0.112   0.459   0.610  99
 957.9  1304.2  19.797  99.999   0.491   0.799  99
1030.5  1002.4  19.798  99.999   0.317   0.488  99
1309.7  1264.7  19.799  99.999   0.385   0.442  99
1225.0  1417.9  19.799  -0.097   0.419   0.566  99
 651.8  1550.5  19.801  -0.244   0.441   0.632  99
1065.4  1291.1  19.801  99.999   0.302   0.436  99
 879.5   953.6  19.801  -0.107   0.479   0.572  99
