# File generated by CMD 2.6 (http://stev.oapd.inaf.it/cmd) on Tue Sep 30 02:19:15 CEST 2014
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014), MNRAS, 444, 2525
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00010	Y = 0.24900	[M/H] = -2.192	eta_R = 0.200	Age = 	1.2300e+10 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.000100	10.0899	0.10000000	0.1000	-2.7801	3.5588	5.4053	11.720	15.938	14.535	12.962	11.887	10.998	10.014	9.607	9.490	1.57040203	1
	0.000100	10.0899	0.12000000	0.1200	-2.4770	3.5900	5.3060	10.963	14.228	13.240	11.920	11.009	10.262	9.365	8.872	8.731	1.74782515	1
	0.000100	10.0899	0.14000000	0.1400	-2.2914	3.6040	5.2434	10.499	13.412	12.574	11.347	10.507	9.801	8.947	8.433	8.279	1.89584959	1
	0.000100	10.0899	0.16000000	0.1600	-2.1475	3.6126	5.1921	10.139	12.849	12.099	10.923	10.125	9.443	8.614	8.093	7.932	2.02115250	1
	0.000100	10.0899	0.20000000	0.2000	-1.9276	3.6245	5.1165	9.589	12.041	11.403	10.290	9.545	8.893	8.100	7.578	7.412	2.22178221	1
	0.000100	10.0899	0.25000000	0.2500	-1.7295	3.6350	5.0574	9.094	11.330	10.787	9.724	9.023	8.397	7.636	7.119	6.955	2.40809011	1
	0.000100	10.0899	0.30000001	0.3000	-1.5784	3.6436	5.0200	8.716	10.785	10.316	9.292	8.624	8.018	7.283	6.774	6.614	2.54750419	1
	0.000100	10.0899	0.34999999	0.3500	-1.4531	3.6516	4.9937	8.403	10.324	9.922	8.932	8.292	7.704	6.993	6.494	6.339	2.65552020	1
	0.000100	10.0899	0.40000001	0.4000	-1.3317	3.6597	4.9626	8.099	9.876	9.542	8.585	7.972	7.401	6.713	6.224	6.076	2.74133730	1
	0.000100	10.0899	0.44999999	0.4500	-1.1836	3.6732	4.9194	7.729	9.273	9.049	8.149	7.577	7.036	6.385	5.915	5.779	2.81098008	1
	0.000100	10.0899	0.50000000	0.4999	-1.0185	3.6879	4.8589	7.316	8.625	8.512	7.676	7.144	6.633	6.022	5.571	5.450	2.86847806	1
	0.000100	10.0899	0.55000001	0.5499	-0.8130	3.7074	4.7729	6.803	7.829	7.849	7.097	6.613	6.141	5.582	5.157	5.054	2.91663504	1
	0.000100	10.0899	0.57497483	0.5748	-0.7054	3.7202	4.7357	6.534	7.400	7.493	6.794	6.339	5.892	5.363	4.958	4.866	2.93780661	1
	0.000100	10.0899	0.60000002	0.5998	-0.6015	3.7326	4.6998	6.274	7.005	7.157	6.508	6.079	5.654	5.156	4.769	4.687	2.95739889	1
	0.000100	10.0899	0.60280424	0.6026	-0.5890	3.7342	4.6959	6.242	6.957	7.117	6.474	6.048	5.626	5.132	4.747	4.666	2.95950150	1
